5,1,9,5,5,1,1,9,1,1,5,1,1,1,1,1,1,1,1,1,1,1,9,9,5,5,1,9,5,1,1,9,1,1,1,1,5,1,9,6,7,8,1,9,5,1,9,6,7,8,1,9,5,1,5,1,9,5,1,9,9,9,1,1,1,1,1,1,1,9,5,9,9,1,9,1,1,1,9,1,
1,5,2,3,4,1,9,1,9,5,1,5,1,9,1,9,5,1,9,5,9,1,1,9,5,9,5,1,9,5,1,5,1,9,1,1,9,5,1,10,11,12,1,9,9,5,1,10,11,12,1,9,9,5,1,1,1,9,5,1,5,1,9,5,1,5,1,1,1,1,5,1,9,9,1,1,1,9,9,1,
1,9,6,7,8,1,9,5,1,5,1,9,5,1,9,9,9,1,1,1,1,1,1,1,9,5,9,9,1,9,1,1,1,9,1,5,1,9,5,1,5,1,9,5,1,9,5,1,5,1,9,5,1,5,5,9,1,1,9,5,9,5,1,9,5,9,5,1,9,5,9,5,1,9,2,3,4,1,9,9,
5,1,10,11,12,1,9,9,5,1,1,1,9,5,1,5,1,9,5,1,5,1,1,1,1,5,1,9,9,1,1,1,9,9,1,5,5,1,9,5,5,1,5,1,9,5,1,5,1,5,1,1,5,5,9,9,9,9,9,9,9,9,9,9,1,1,9,5,9,1,9,5,1,1,1,5,1,9,5,5,
9,5,1,5,1,9,5,1,5,5,9,1,1,9,5,9,5,1,9,5,9,5,1,9,5,9,5,1,9,2,3,4,1,9,9,5,9,5,1,5,1,1,5,1,9,5,1,5,1,5,1,1,5,5,9,9,9,9,9,9,9,9,9,9,1,1,9,5,9,1,9,5,1,1,1,5,1,9,5,9,
1,9,5,5,1,9,9,5,1,9,1,1,5,1,9,1,9,5,1,9,1,9,5,5,9,1,5,5,1,6,7,8,5,1,9,5,1,9,5,5,9,1,9,5,5,5,5,5,5,1,9,5,9,5,1,9,5,1,5,1,9,5,5,5,5,5,1,1,5,1,9,5,5,5,1,9,5,1,9,1,
5,1,5,1,1,5,5,5,5,1,5,1,9,5,1,5,1,9,5,1,5,5,5,5,1,5,1,9,5,10,11,12,9,5,9,9,5,1,9,5,1,1,5,9,5,1,9,5,1,5,5,9,1,5,5,5,5,5,5,5,5,9,1,9,5,1,5,1,1,1,1,9,1,9,5,1,9,5,1,5,
9,5,5,9,1,9,5,1,5,5,9,5,1,9,9,9,5,1,5,5,9,5,9,9,5,5,5,1,9,5,1,1,1,9,9,1,9,5,1,9,5,1,5,1,9,1,1,5,1,5,5,1,5,9,1,1,1,5,1,5,5,2,3,4,9,5,1,5,5,5,5,1,5,1,9,1,1,9,5,9,
1,9,5,1,1,1,9,5,5,9,1,9,5,1,9,1,9,9,1,9,1,9,5,1,9,5,9,9,1,1,9,1,5,9,5,9,1,5,5,1,5,5,9,1,1,9,5,9,5,1,9,9,9,5,5,9,1,1,1,1,1,6,7,8,5,5,5,9,5,5,5,5,9,5,1,9,1,1,9,1,
5,1,9,5,1,9,1,9,5,1,5,1,9,5,1,5,1,9,5,1,5,1,9,5,1,9,5,1,5,1,5,1,1,5,5,9,9,9,9,9,9,9,9,9,9,1,1,9,5,9,1,9,5,1,1,1,5,1,9,5,1,10,11,12,1,1,9,5,5,5,1,5,5,9,5,1,5,5,1,5,
5,5,1,5,5,9,5,1,5,5,9,5,1,9,5,9,5,1,9,5,9,5,5,1,9,5,1,5,1,5,1,1,5,5,9,9,9,9,9,9,9,9,9,9,1,1,9,5,9,1,9,5,1,1,1,5,1,9,5,9,9,9,5,1,9,1,1,9,9,5,5,5,5,1,9,5,1,1,5,9,
1,5,5,5,5,1,9,5,1,5,1,1,5,1,9,1,9,5,5,9,1,9,5,1,9,5,1,5,1,5,1,1,5,5,9,9,9,9,9,9,9,9,9,9,1,1,9,5,9,1,9,5,1,1,1,5,1,9,5,1,9,5,9,9,1,9,5,9,5,9,9,1,1,5,1,9,1,1,9,1,
5,5,9,5,5,5,9,9,5,5,5,2,3,4,1,1,1,1,5,1,5,9,9,5,5,5,5,5,5,1,9,5,9,5,1,9,5,1,5,1,9,5,5,5,5,5,1,1,5,1,9,5,5,5,1,9,5,1,9,5,1,9,1,1,9,9,9,1,9,5,1,9,9,9,1,1,1,1,1,5,
9,5,5,9,5,9,5,9,9,5,5,6,7,8,5,9,5,1,1,1,1,5,5,9,5,1,9,5,1,5,5,9,1,5,5,5,5,5,5,5,5,9,1,9,5,1,5,1,1,1,1,9,1,9,5,1,9,5,1,9,1,1,1,1,9,9,5,5,1,9,5,1,1,9,1,1,1,1,5,9,
1,9,5,1,5,1,9,5,9,9,5,10,11,12,5,5,9,5,1,9,5,5,5,1,9,1,1,5,1,5,5,1,5,9,1,1,1,5,1,5,5,2,3,4,9,5,1,5,5,5,5,1,5,1,9,1,1,9,5,1,9,5,9,1,1,9,5,9,5,1,9,5,1,5,1,9,1,1,9,1,
5,1,9,5,5,5,1,9,9,5,5,5,5,5,1,5,1,5,5,5,5,1,9,1,1,9,5,9,5,1,9,9,9,5,5,9,1,1,1,1,1,6,7,8,5,5,5,9,5,5,5,5,9,5,1,9,1,1,9,5,1,1,1,1,1,1,9,5,9,9,1,9,1,1,1,9,1,5,1,5,
5,5,1,9,5,5,5,5,5,5,5,5,1,9,5,5,5,1,1,1,1,5,1,9,5,5,9,5,9,9,1,5,1,5,5,5,5,1,9,5,1,10,11,12,1,1,5,1,9,5,1,5,1,5,1,1,5,5,9,9,9,9,9,9,9,9,9,9,1,1,9,5,9,1,9,5,1,1,1,5,
1,5,5,1,9,1,9,5,1,5,9,5,5,5,5,1,1,1,1,1,1,1,1,1,5,9,9,9,1,5,5,5,5,5,9,5,1,5,1,9,9,9,5,1,9,1,9,5,5,5,5,5,5,1,9,5,9,5,1,9,5,1,5,1,9,5,5,5,5,5,1,1,5,1,9,5,5,5,1,9,
5,1,5,1,5,1,1,5,5,9,9,9,9,9,9,9,9,9,9,1,1,9,5,9,1,9,5,1,1,1,5,1,9,5,9,9,9,9,9,1,9,5,9,9,1,9,5,9,5,1,9,5,1,5,5,9,1,5,5,5,5,5,5,5,5,9,1,9,5,1,5,1,1,1,1,9,1,9,5,1,
5,5,5,5,1,9,5,9,5,1,9,5,1,5,1,9,5,5,5,5,5,1,1,5,1,9,5,5,5,1,9,5,1,9,5,1,9,1,9,5,1,9,1,1,9,9,5,1,9,1,1,5,1,5,5,1,5,9,1,1,1,5,1,5,5,2,3,4,9,5,1,5,5,5,5,1,5,1,9,1,
1,9,5,1,5,5,9,1,5,5,5,5,5,5,5,5,9,1,9,5,1,5,1,1,1,1,9,1,9,5,1,9,5,1,1,1,1,1,1,1,1,1,1,1,9,9,9,1,1,9,5,9,5,1,9,9,9,5,5,9,1,1,1,1,1,6,7,8,5,5,5,9,5,5,5,5,9,5,1,9,
1,1,5,1,5,5,1,5,9,1,1,1,5,1,5,5,2,3,4,9,5,1,5,5,5,5,1,5,1,9,1,1,9,5,1,9,1,9,5,1,9,5,9,1,1,9,1,9,5,5,9,5,9,9,1,5,1,5,5,5,5,1,9,5,1,10,11,12,1,1,9,5,5,5,1,5,5,9,5,1,
9,5,9,5,1,9,9,9,5,5,9,1,1,1,1,1,6,7,8,5,5,5,9,5,5,5,5,9,5,1,9,1,1,9,5,1,9,9,9,1,1,1,1,1,1,1,1,1,5,9,9,9,1,5,5,5,5,5,9,5,1,5,1,9,9,9,5,1,9,1,1,9,9,5,5,5,5,1,9,5,
5,9,5,9,9,1,5,1,5,5,5,5,1,9,5,1,10,11,12,1,1,9,5,5,5,1,5,5,9,5,1,5,5,1,9,5,1,5,1,9,5,1,5,1,1,1,9,9,5,9,5,1,5,1,9,1,9,9,9,9,9,9,9,1,9,5,9,9,1,9,5,9,5,9,9,1,1,5,1,9,
9,9,9,1,5,5,5,5,5,9,5,1,5,1,9,9,9,5,1,9,1,1,9,9,5,1,9,5,1,5,1,5,1,1,5,5,9,9,9,9,9,9,9,9,9,9,1,5,5,1,5,1,9,9,9,9,9,9,5,1,9,1,9,5,1,9,1,1,9,9,9,1,9,5,1,9,9,9,1,1,
9,5,1,5,1,9,1,9,9,9,9,9,9,9,1,9,5,9,9,1,9,5,9,5,9,5,5,5,5,5,5,1,9,5,9,5,1,9,5,1,5,1,9,5,5,5,5,1,9,5,5,1,1,9,5,1,9,5,1,5,1,5,1,1,5,5,9,9,9,9,9,9,9,9,9,9,1,1,9,5,
1,5,1,9,9,9,9,9,9,5,1,9,1,9,5,1,9,1,1,9,9,9,1,9,5,9,5,1,9,5,1,5,5,9,1,5,5,5,5,5,5,5,5,9,1,9,1,5,2,3,4,1,9,1,9,5,5,5,5,5,5,1,9,5,9,5,1,9,5,1,5,1,9,5,5,5,5,5,1,1,
5,5,1,1,9,1,1,5,1,1,1,1,1,1,1,1,1,1,1,9,9,5,5,1,5,1,9,1,1,5,1,5,5,1,5,9,1,1,1,5,1,5,5,2,3,4,1,9,6,7,8,1,9,5,5,9,5,1,9,5,1,5,5,9,1,5,5,5,5,5,5,5,5,9,1,9,5,1,5,1,
3,4,1,9,1,9,5,1,5,1,9,1,9,5,1,9,5,9,1,1,9,5,9,5,9,1,1,9,5,9,5,1,9,9,9,5,5,9,1,1,1,1,1,6,7,8,5,1,10,11,12,1,9,9,5,1,9,1,1,5,1,5,5,1,5,9,1,1,1,5,1,5,5,2,3,4,9,5,1,5,
7,8,1,9,5,1,5,1,9,5,1,9,9,9,1,1,1,1,1,1,1,9,5,9,1,9,5,5,9,5,9,9,1,5,1,5,5,5,5,1,9,5,1,10,11,12,9,5,1,5,1,9,5,1,9,1,1,9,5,9,5,1,9,9,9,5,5,9,1,1,1,1,1,6,7,8,5,5,5,9,
11,12,1,9,9,5,1,1,1,9,5,1,5,1,9,5,1,5,1,1,1,1,5,1,1,1,5,9,9,9,1,5,5,5,5,5,9,5,1,5,1,9,9,9,5,1,1,9,5,5,1,9,9,5,1,9,5,5,9,5,9,9,1,5,1,5,5,5,5,1,9,5,1,10,11,12,1,1,9,5,
5,1,9,5,1,5,5,9,1,1,9,5,9,5,1,9,5,9,5,1,9,5,9,5,9,9,5,9,5,1,5,1,9,1,9,9,9,9,9,9,9,1,9,5,9,9,5,1,5,1,1,5,5,5,1,1,5,9,9,9,1,5,5,5,5,5,9,5,1,5,1,9,9,9,5,1,9,1,1,9,
5,1,9,9,5,1,9,1,1,5,1,9,1,9,5,1,9,1,9,5,5,9,1,5,1,5,5,1,5,1,9,9,9,9,9,9,5,1,9,1,9,5,1,9,1,1,9,5,5,9,1,9,5,1,9,9,5,9,5,1,5,1,9,1,9,9,9,9,9,9,9,1,9,5,9,9,1,9,5,9,
1,1,5,5,5,5,1,5,1,9,5,1,5,1,9,5,1,5,5,5,5,1,5,1,5,1,9,5,5,1,1,9,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,9,5,1,1,1,9,5,1,5,5,1,5,1,9,9,9,9,9,9,5,1,9,1,9,5,1,9,1,1,9,9,9,1,
9,1,9,5,1,5,5,9,5,1,9,9,9,5,1,5,5,9,5,9,9,5,5,5,1,5,2,3,4,1,9,1,9,5,1,5,1,9,1,9,5,1,9,5,9,1,5,1,9,5,1,9,1,9,5,1,9,5,5,1,1,9,1,1,5,1,1,1,1,1,1,1,1,1,1,1,9,9,5,5,
1,1,1,9,5,5,9,1,9,5,1,9,1,9,9,1,9,1,9,5,1,9,5,9,1,9,6,7,8,1,9,5,1,5,1,9,5,1,9,9,9,1,1,1,1,1,5,5,1,5,5,9,5,1,1,5,2,3,4,1,9,1,9,5,1,5,1,9,1,9,5,1,9,5,9,1,1,9,5,9,
5,1,9,1,9,5,1,5,1,9,5,1,5,1,9,5,1,5,1,9,5,5,5,9,5,1,10,11,12,1,9,9,5,1,1,1,9,5,1,5,1,9,5,1,5,1,1,5,5,5,5,1,9,5,1,9,6,7,8,1,9,5,1,5,1,9,5,1,9,9,9,1,1,1,1,1,1,1,9,5,
5,5,9,5,1,5,5,9,5,1,9,5,9,5,1,9,5,9,5,1,9,5,9,5,9,5,1,5,1,9,5,1,5,5,9,1,1,9,5,9,5,1,9,5,9,5,5,5,9,5,5,5,9,9,5,1,10,11,12,1,9,9,5,1,1,1,9,5,1,5,1,9,5,1,5,1,1,1,1,5,
5,5,1,9,5,1,5,1,1,5,1,9,1,9,5,5,9,1,9,5,5,9,1,9,1,9,5,5,1,9,9,5,1,9,1,1,5,1,9,1,9,5,1,9,1,9,9,5,5,9,5,9,5,9,9,5,1,5,1,9,5,1,5,5,9,1,1,9,5,9,5,1,9,5,9,5,1,9,5,9,
5,5,5,9,9,5,5,5,2,3,4,1,1,1,1,5,1,5,9,9,5,1,5,5,5,1,5,1,1,5,5,5,5,1,5,1,9,5,1,5,1,9,5,1,5,5,1,9,5,1,5,1,9,5,1,9,5,5,1,9,9,5,1,9,1,1,5,1,9,1,9,5,1,9,1,9,5,5,9,1,
9,5,9,5,9,9,5,5,6,7,8,5,9,5,1,1,1,1,5,1,5,5,9,5,9,5,5,9,1,9,5,1,5,5,9,5,1,9,9,9,5,1,5,5,9,5,5,1,9,5,5,5,1,9,5,1,5,1,1,5,5,5,5,1,5,1,9,5,1,5,1,9,5,1,5,5,5,5,1,5,
1,5,1,9,5,9,9,5,10,11,12,5,5,9,5,1,9,5,5,5,1,9,1,9,1,9,5,1,1,1,9,5,5,9,1,9,5,1,9,1,9,9,1,9,1,9,5,5,1,9,5,5,5,5,9,5,5,9,1,9,5,1,5,5,9,5,1,9,9,9,5,1,5,5,9,5,9,9,5,5,
5,5,5,1,9,9,5,5,5,5,5,1,5,1,5,5,5,5,1,1,5,1,5,1,5,1,9,5,1,9,1,9,5,1,5,1,9,5,1,5,1,9,5,1,5,1,1,5,5,1,9,1,9,5,1,9,5,1,1,1,9,5,5,9,1,9,5,1,9,1,9,9,1,9,1,9,5,1,9,5,
9,5,5,5,5,5,5,5,5,1,9,5,5,5,1,1,1,1,5,1,1,1,1,1,5,5,1,5,5,9,5,1,5,5,9,5,1,9,5,9,5,1,9,5,9,5,5,1,9,5,1,1,1,1,5,1,9,5,1,9,1,9,5,1,5,1,9,5,1,5,1,9,5,1,5,1,9,5,5,5,
1,9,1,9,5,1,5,9,5,5,5,5,1,1,1,1,1,1,1,1,1,9,1,9,1,5,5,5,5,1,9,5,1,5,1,1,5,1,9,1,9,5,5,9,1,9,5,5,1,9,5,5,5,1,5,5,1,5,5,9,5,1,5,5,9,5,1,9,5,9,5,1,9,5,9,5,1,9,5,9,
5,1,1,1,1,1,1,1,1,1,1,1,1,1,9,5,1,5,1,9,5,1,5,1,5,5,9,5,5,5,9,9,5,5,5,2,3,4,1,1,1,1,5,1,5,9,1,5,5,1,9,1,5,5,1,5,5,5,5,1,9,5,1,5,1,1,5,1,9,1,9,5,5,9,1,9,5,5,9,1,
9,5,5,5,1,9,5,9,9,5,9,5,9,5,1,9,5,9,5,1,9,1,9,5,9,5,5,9,5,9,5,9,9,5,5,6,7,8,5,9,5,1,1,1,1,5,5,1,5,5,1,5,1,5,5,5,9,5,5,5,9,9,5,5,5,2,3,4,1,1,1,1,5,1,5,9,9,5,1,5,
1,9,1,5,5,1,9,1,9,5,9,9,9,9,9,9,9,9,9,9,1,9,9,9,1,9,5,1,5,1,9,5,9,9,5,10,11,12,5,5,9,5,1,9,5,5,9,5,1,5,5,9,5,1,9,5,5,9,5,9,5,9,9,5,5,6,7,8,5,9,5,1,1,1,1,5,1,5,5,9,
5,1,5,1,5,5,1,5,1,9,1,1,5,1,9,5,1,5,5,5,5,1,5,1,5,1,9,5,5,5,1,9,9,5,5,5,5,5,1,5,1,5,5,5,5,1,1,9,5,5,9,1,9,5,1,9,5,1,5,1,9,5,9,9,5,10,11,12,5,5,9,5,1,9,5,5,5,1,9,1,
5,5,9,5,1,5,9,9,9,1,9,5,1,1,5,5,5,5,5,1,9,5,9,5,5,5,1,9,5,5,5,5,5,5,5,5,1,9,5,5,5,1,1,1,1,5,1,1,1,1,1,1,9,9,5,1,9,5,5,5,1,9,9,5,5,5,5,5,1,5,1,5,5,5,5,1,1,5,1,5

